index;Shape_Area;Shape_Leng;file;n_dt2011_0;n_official;n_sdt2011_;n_soi_offi;n_st2011_0;n_vt2011_0;sn;UID;file1;file2;st_2code;st_nm
38385;0.000244142542332;0.0805952676865;villages_0_SpatialJoin2.shp;;;;BHAINSA TIBA;;;CHANDIGARH;77304;CHANDIGARH;4;CH;Chandigarh
38755;0.00172572711592;0.288352856557;villages_0_SpatialJoin2.shp;;;;S.A.S. NAGAR;;;CHANDIGARH;77674;CHANDIGARH;4;CH;Chandigarh
0;0.000244142542332;0.0805952676865;missing_name_CHANDIGARH.shp;;;;BHAINSA TIBA;;;CHANDIGARH;335632;missing_name_CHANDIGARH.shp;4;CH;Chandigarh
1;0.00172572711592;0.288352856557;missing_name_CHANDIGARH.shp;;;;S.A.S. NAGAR;;;CHANDIGARH;335633;missing_name_CHANDIGARH.shp;4;CH;Chandigarh
