index;Shape_Area;Shape_Leng;file;n_dt2011_0;n_official;n_sdt2011_;n_soi_offi;n_st2011_0;n_vt2011_0;sn;UID;file1;file2;st_2code;st_nm
40462;0.00130196486461;0.170413494492;villages_0_SpatialJoin2.shp;;;;SABUAL;;;MIZORAM;79381;MIZORAM;15;MZ;Mizoram
40477;0.0175663746886;0.770605802089;villages_0_SpatialJoin2.shp;;;;CENTRAL CATCHMENT RESERVED FOR;;;MIZORAM;79396;MIZORAM;15;MZ;Mizoram
0;0.00130196486461;0.170413494492;missing_name_MIZORAM.shp;;;;SABUAL;;;MIZORAM;543998;missing_name_MIZORAM.shp;15;MZ;Mizoram
1;0.0175663746886;0.770605802089;missing_name_MIZORAM.shp;;;;CENTRAL CATCHMENT RESERVED FOR;;;MIZORAM;543999;missing_name_MIZORAM.shp;15;MZ;Mizoram
